KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
pda_4Teeq,Proceed with caution,,,,,,,,Продолжайте с осторожностью,,,,,,,,
pda_0GWuN,Reach the structures,,,,,,,,Достичь структур,,,,,,,,
pda_iG0Ku,IDA has detected a collection of structures nearby. It could hold clues to the UCH's whereabouts.\n\n[b][c][ff0000]This mission can only be completed on the default starting planets![-][/c][/b],,,,,,,,IDA обнаружила коллекцию структур поблизости. Она может содержать подсказки о местонахождении UCH.\n\n[b][c][ff0000]Это задание можно выполнить только на стандартных стартовых планетах![-][/c][/b],,,,,,,,
pda_quqEh,[c][80ffff]Are you sure you want to abort this mission? Please confirm your choice.[-][/c]\n\nYou can start the mission via PDA (F1) at any time.,,,,,,,,"[c][80ffff]Уверены ли вы что задание прекращивают? Пожалуйста, ясно экраните свой выбор.[-][/c]\n\nМиссию можно запустить через PDA (F1) в любой момент.",,,,,,,,
pda_0iSeC,[c][8ab3ff]This can't be the right place![-][/c]\n[c][8ab3ff]These people live in primitive housing. They don't have the capacity for interstellar travel![-][/c],,,,,,,,[c][8ab3ff]Это не может быть правильным местом![-][/c]\n[c][8ab3ff]Эти люди живут в примитивных жилищах. У них нет возможности для межзвездных путешествий![-][/c],,,,,,,,
pda_qmiGi,First Contact,,,,,,,,Первый Контакт,,,,,,,,
pda_0a8Oi,Explore the village,,,,,,,,Изучите деревню,,,,,,,,
pda_CZmi8,===,,,,,,,,===,,,,,,,,
pda_6maCa,The Dark Tower,,,,,,,,Тёмная Башня,,,,,,,,
pda_H8iaQ,[c][1083fe]Sending...[-][/c],,,,,,,,Отправка...,,,,,,,,
pda_8eSWi,===,,,,,,,,===,,,,,,,,
pda_um8ue,"[c][8ab3ff]I wonder what i'm supposed to do there.[-][/c]\n[c][8ab3ff]Got any clues, Ida? Could it be a trap?[-][/c]",,,,,,,,"[c][8ab3ff]Интересно, что мне там делать.[-][/c]
[c][8ab3ff]У тебя есть какие-нибудь подсказки, Ида? Может быть это ловушка?[-][/c]",,,,,,,,
pda_miGC0,The Dark Tower,,,,,,,,Тёмная Башня,,,,,,,,
pda_m4CSa,[c][1083fe]Sending...[-][/c],,,,,,,,Отправка...,,,,,,,,
pda_OmCG4,===,,,,,,,,===,,,,,,,,
pda_i08Gi,"[c][8ab3ff]""Most"" but not all?[-][/c]\n[c][8ab3ff]Should I be worried?[-][/c]",,,,,,,,"[c][8ab3ff]""Большинство"", но не все?[-][/c]\n[c][8ab3ff]Мне стоит беспокоиться?[-][/c]",,,,,,,,
pda_iGOia,[c][fafe10]Receiving...[-][/c],,,,,,,,[c][fafe10]Приём...[-][/c],,,,,,,,
pda_ammKu,===,,,,,,,,===,,,,,,,,
pda_OOUCq,"[c][fafe10][b][ IDA ][/b][-][/c]\n[c][00ffee]I wouldn't worry about it, Commander.\nThe individuals I observed appeared to be youths.[-][/c]",,,,,,,,"[c][fafe10][b][ IDA ][/b][-][/c]\n[c][00ffee]Не стоит беспокоиться об этом, Командир.\nЛюди, которых я наблюдал, казались молодыми.[-/][/c]",,,,,,,,
pda_aeIQu,The Dark Tower,,,,,,,,Тёмная Башня,,,,,,,,
pda_aGS4C,Find the Ancient Tower of the Tal'on.,,,,,,,,Найдите Древнюю Башню Тал'она.,,,,,,,,
pda_aG0iq,The Tal'on chief has directed you to a tower halfway around the planet for reasons that remain a mystery.,,,,,,,,"Тал'онский вождь направил вас к башне, расположенной на другой стороне планеты по причинам, которые остаются загадкой.",,,,,,,,
pda_KWq08,"[b][c][fafe10][ IDA ][-][/c][/b]\n[c][00e1ff]You are approaching the tower now, Commander.[-][/c]\n[c][00e1ff]I am detecting electromagnetic readings coming from beneath the structure.[-][/c]",,,,,,,,"[b][c][fafe10][ IDA ][-][/c][/b]\n[c][00e1ff]Вы подходите к башне сейчас, Командир.[-][/c]\n[c][00e1ff]Я обнаруживаю электромагнитные показания, исходящие от подножия сооружения.[-][/c]",,,,,,,,
pda_m0g8u,Into the depths,,,,,,,,В глубины,,,,,,,,
pda_GfKek,"[b][c][fafe10][ IDA ][-][/c][/b]\n[c][00e1ff]There appears to be some kind of entrance at the top of the tower, Commander.[-][/c]",,,,,,,,"[b][c][fafe10][ IDA ][-][/c][/b]\n[c][00e1ff]Кажется, есть какой-то вход в верхней части башни, Командир.[-][/c]",,,,,,,,
pda_0O804,"[c][8ab3ff]If there's one thing I know, Ida.[-][/c]\n[c][8ab3ff]It's that angry youths will [i]always [/i]cause trouble.[-][/c]",,,,,,,,"[c][8ab3ff]Если я знаю одно, Ида.[-][/c]
\n[c][8ab3ff]Это то, что разгневанные юноши [i]всегда [/i]будут доставлять проблемы.[-][/c]",,,,,,,,
pda_OOudS,Find a way into the tower,,,,,,,,Найдите способ войти в башню,,,,,,,,
pda_SkMaG,Enter the Ancient Tower of the Tal'ohn,,,,,,,,Войдите в Древнюю Башню Тал'он,,,,,,,,
pda_LOgqq,Ancient Powers,,,,,,,,Древние Силы,,,,,,,,
pda_mO8q4,Activate the power,,,,,,,,Включите питание,,,,,,,,
pda_S0miK,===,,,,,,,,===,,,,,,,,
pda_0GGMC,"[c][8ab3ff]Looks like the power's on, Ida.[-][/c]\n[c][8ab3ff]All the lights and displays are lit up.[-][/c]",,,,,,,,"[c][8ab3ff]Похоже, электричество включено, Ида.[-][/c]
[c][8ab3ff]Все лампы и дисплеи горят.[-][/c]",,,,,,,,
pda_OXSWi,Lexicon,,,,,,,,Лексикон,,,,,,,,
pda_OmCCC,[b][c][fafe10][ IDA ][-][/c][/b]\n[c][00e1ff]I am reading an increase in data traffic and I am able to remotely connected to the computer systems.[-][/c]\n[c][00e1ff]I will have a Translation key completed momentarily and I will transfer the files to your suit's systems.[-][/c],,,,,,,,"[b][c][fafe10][ ИДА ][-][/c][/b]
[c][00e1ff]Я замечаю увеличение объема данных и могу удаленно подключиться к компьютерным системам.[-][/c]
[c][00e1ff]Я скоро завершу создание ключа перевода и перенесу файлы в системы вашего скафандра.[-][/c]",,,,,,,,
pda_GCeWi,Downloading...,,,,,,,,Загрузка...,,,,,,,,
pda_80Cm8,===,,,,,,,,===,,,,,,,,
pda_qWpWS,"[c][8ab3ff]Okay, Receiving download now...[-][/c]",,,,,,,,"[c][8ab3ff]Хорошо, принимаю скачивание сейчас...[-][/c]",,,,,,,,
pda_CKwqG,Lost in Translation,,,,,,,,Потеряно в переводе,,,,,,,,
pda_W8W8q,"[b][c][fafe10][ IDA ][-][/c][/b]\n[c][00e1ff]The Translation key has been successfully installed, Commander.[-][/c]\n[c][00e1ff]Please approach the Blue Console and confirm that it is translating the Tal'on language correctly.[-][/c]",,,,,,,,"[b][c][fafe10][ IDA ][-][/c][/b]\n[c][00e1ff]Ключ перевода успешно установлен, Командир.[-][/c]\n[c][00e1ff]Пожалуйста, подойдите к Синему Консоли и подтвердите, что она правильно переводит язык Тал'он.[-][/c]",,,,,,,,
pda_OKmau,Access the [b][c][0088ff]Blue[-][/c][/b] Console,,,,,,,,Доступ к [b][c][0088ff]Синей[-][/c][/b] Консоли,,,,,,,,
pda_iCq8m,Approach the Blue Console,,,,,,,,Подойдите к Синей Консоли,,,,,,,,
pda_meuGr,Recent History,,,,,,,,Недавняя история,,,,,,,,
pda_eKGqW,Access the [b][c][ff0000]Red[-][/c][/b] Console,,,,,,,,Доступ к [b][c][ff0000]Красной[-][/c][/b] Консоли,,,,,,,,
pda_COeiU,Read the historical data on the Red Console's display in the hopes if discovering how the Tal'on ended up this way,,,,,,,,"Прочитайте исторические данные на дисплее красного компьютерного терминала в надежде узнать, как Талон оказался в таком состоянии",,,,,,,,
pda_W0SGG,Cultural Exchange,,,,,,,,Культурный Обмен,,,,,,,,
pda_4WKGu,The [b][c][00bb00]Green[-][/c][/b] Console,,,,,,,,Зеленая Консоль,,,,,,,,
pda_8emWS,Read the historical data on the Green Console's display in the hopes if discovering how the Tal'on ended up this way,,,,,,,,"Прочитайте исторические данные на дисплее Зеленой Консоли в надежде узнать, как Тал'он оказался в таком состоянии",,,,,,,,
pda_Caeea,[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00e1ff]It seems this tower is some kind of archive...[-][/c],,,,,,,,"[b][c][ffee00][ ИДА ][-][/c][/b]
[c][00e1ff]Похоже, эта башня - это какой-то архив...[-][/c]",,,,,,,,
pda_CNG4C,Strike Team,,,,,,,,Ударная Группа,,,,,,,,
pda_8Cu80,Elimate the zirax strike team,,,,,,,,Уничтожьте ударную команду Зиракс,,,,,,,,
pda_0eOOa,"Eliminate the four zirax troopers assaulting the tower.\n\n[b][c][ff0000]If you have a ship with turrets or other players that kill the soldiers instead of you, you can click the little box next to the task name in the PDA to auto-complete the task.[-][/c][/b]\n[b][c][00ff00]< Over there[-][/c][/b]",,,,,,,,"Уничтожьте четырёх солдат зираксов, штурмующих башню.\n\n[b][c][ff0000]Если у вас есть корабль с турелями или другие игроки, которые убивают солдат вместо вас, вы можете кликнуть на маленький квадратик рядом с названием задания в ПДА, чтобы автоматически выполнить задание.[-][/c][/b]\n[b][c][00ff00]< Там][-][/c][/b]",,,,,,,,
pda_K4QKC,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00e1ff]Good work, Commander.[-][/c]\n[c][00e1ff]The transport that dropped the soldiers off is approaching with another wave of troops.[-][/c]\n[c][00e1ff]It would be prudent to leave the area.[-][/c]",,,,,,,,"[b][c][ffee00][ ИДА ][-][/c][/b]\n[c][00e1ff]Хорошая работа, Командир.[-][/c]\n[c][00e1ff]Транспорт, который высадил солдат, приближается с новой волной Пехоты.[-][/c]\n[c][00e1ff]Будет разумно покинуть эту область.[-][/c]",,,,,,,,
pda_KK4oC,Unanswered questions,,,,,,,,Неотвеченные вопросы,,,,,,,,
pda_GimeG,[c][8ab3ff]But how'd they know I was even here?[-][/c]\n[c][8ab3ff]That's too short a time for them to have gotten as close as they did.[-][/c],,,,,,,,"[c][8ab3ff]Но как они узнали, что я здесь?[-][/c]\n[c][8ab3ff]Это слишком короткий промежуток времени для того, чтобы они смогли подойти так близко. [-][/c]",,,,,,,,
pda_MW4Om,Suspicion,,,,,,,,Подозрение,,,,,,,,
pda_eeS3P,===,,,,,,,,===,,,,,,,,
pda_GSS4K,[c][8ab3ff]The only way the Zirax could've beaten us here was if someone [i]told [/i]them we were coming.[-][/c]\n[c][8ab3ff]I have a feeling the Tal'on are not as peaceful as they claim...[-][/c],,,,,,,,"[c][8ab3ff]Единственный способ, которым Зиракс смог бы опередить нас здесь, это если кто-то [i]рассказал [/i]им, что мы идем.[-][/c]\n[c][8ab3ff]У меня есть чувство, что Тал'он не так мирны, как они утверждают...[-][/c]",,,,,,,,
pda_mq14S,Return to the Tal'on Chief,,,,,,,,Вернитесь к главарю Талон,,,,,,,,
pda_maa4Q,"Someone told the Zirax that you were going to the Ancient Tower.\nOnly the Tal'on knew you were going there, so it seems the Tal'on are not as friendly as they first seemed.",,,,,,,,"Кто-то рассказал Зираксам, что ты собираешься в Древнюю Башню.\nТолько Тал'он знали, что ты собираешься туда, так что кажется, Тал'оны не такие дружелюбные, какими они изначально казались.",,,,,,,,
pda_Ue406,Seeking Justice,,,,,,,,Ищу справедливость,,,,,,,,
pda_SCaCe,"[c][8ab3ff]If I recall correctly, there was an older Hunter was by one of the watchtowers when we came in.[-][/c]",,,,,,,,"[c][8ab3ff]Если я правильно помню, один из старших Хантеров был у одной из сторожевых башен, когда мы прибыли.[-][/c]",,,,,,,,
pda_ioKGu,Find the Master Hunter,,,,,,,,Найти Мастера Охотника,,,,,,,,
pda_a0O0K,Meet with the Huntmaster to bring in the young hunters suspected of selling me out to the Zirax.\nAccording to the Chief he can be found around one of the village watchtowers.,,,,,,,,"Встретьтесь с охотмейстером, чтобы привлечь к ответственности молодых охотников, подозреваемых в том, что они предали меня Зираксам.\nСогласно начальнику, его можно найти возле одной из сторожевых башен деревни.",,,,,,,,
pda_qA8mS,The Lost Boys,,,,,,,,Потерянные Мальчики,,,,,,,,
pda_CCBS4,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00e1ff]The monument he's referring to is located not far from the village, Commander.[-][/c]\n[c][00e1ff]We do not have enough information on the group. I would recommend exercising caution and go in armed.[-][/c]",,,,,,,,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00e1ff]Памятник, о котором он говорит, находится не далеко от деревни, Командир.[-][/c]\n[c][00e1ff]У нас недостаточно информации о группе. Я бы рекомендовал проявлять осторожность и идти вооруженными.[-][/c]",,,,,,,,
pda_OOe4s,Search for the hunters near the Tal'on Monument,,,,,,,,Ищите охотников рядом с Монументом Талон,,,,,,,,
pda_1Oa0S,The Tal'on hunter Ki'eve and his party have not returned from their hunt. Check his last known location at the Tal'on Monument.,,,,,,,,Охотник Тал'он Ки'ев и его группа не вернулись с охоты. Проверьте его последнее известное местоположение у памятника Тал'она.,,,,,,,,
pda_uaPaq,"[c][8ab3ff]I've reached the Monument, Ida.[-][/c]\n[c][8ab3ff]I don't see any sign of the hunters anywhere nearby. They could be inside, but that's an odd place to be hunting.[-][/c]",,,,,,,,"[c][8ab3ff]Я добрался до Монумента, Ида.[-][/c]\n[c][8ab3ff]Я не вижу никаких признаков охотников поблизости. Они могут быть внутри, но это странное место для охоты.[-][/c]",,,,,,,,
pda_8i8W4,Monument to Fallen,,,,,,,,Памятник Павшим,,,,,,,,
pda_8fiqK,"[c][ffee00][b][ IDA ][/b][-][/c]\n[c][00e1ff]I am detecting several heat signatures at various places inside the compound, and one near the center.[-][/c]\n[c][00e1ff]They could be paying their respects to their dead, or waiting in ambush.[-][/c]",,,,,,,,[c][ffee00][b][ ИДА ][/b][-][/c]\n[c][00e1ff]Я обнаруживаю несколько тепловых сигнатур в разных местах внутри комплекса и одну рядом с центром.[-][/c]\n[c][00e1ff]Они могут отдавать дань уважения своим мертвым или ждать в засаде.[-][/c],,,,,,,,
pda_KWm4x,Search for the hunters inside the Monument,,,,,,,,Поиск охотников внутри Монумента,,,,,,,,
pda_C00WW,"There's no sign of the Tal'on hunters around the tower, and IDA can detect several heat signatures somewhere inside the Monument.\nSomeone is standing near the center of the structure. They could be paying their respects to the dead before returning to the village, or they could be laying in wait for you to enter their trap.",,,,,,,,"Нет признаков охотников Та'лон вокруг башни, и IDA может обнаружить несколько тепловых сигнатур где-то внутри Монумента.\nКто-то стоит рядом с центром структуры. Они могут отдавать дань уважения мёртвым перед возвращением в деревню, или они могут поджидать вас, чтобы вы вошли в их ловушку.",,,,,,,,
pda_i400G,Trial by Fire,,,,,,,,Испытание огнём,,,,,,,,
pda_iOE44,"[b][c][ff0000][ Traitor Ki'eve ][-][/c][/b]\n[b][c][ffbb00]There he is! I have delivered the Terran agent, as I promised.[-][/c][/b]",,,,,,,,"[b][c][ff0000][ Предатель Ки'ев ][-][/c][/b]
[b][c][ffbb00]Вот он! Я доставил Тэрранского агента, как и обещал.[-][/c][/b]",,,,,,,,
pda_4IUiG,[c][ff0000]Eliminate Ki'eve[-][/c],,,,,,,,[c][ff0000]Уничтожить Ки'еве[-][/c],,,,,,,,
pda_uiuGm,Ki'eve has betrayed the Tal'on people by selling out another to the Zirax.\nAttempting to bring him in peaceful has brought his treachery to light as he's called on aid from a group Zirax soldiers.,,,,,,,,"Ki'eve предал народ Талон, продав другого Зираксу.
Попытка привести его мирным путем выявила его предательство, так как он призвал на помощь группу солдат Зиракса.",,,,,,,,
pda_aqmYG,[c][ff0000]Eliminate the Zirax soldiers[-][/c],,,,,,,,[c][ff0000]Уничтожить солдат Зиракса[-][/c],,,,,,,,
pda_eCiua,A group of zirax soldier responded to Ki'eve's call for aid.\nEliminate them before they call for backup.,,,,,,,,"Группа солдат {Zirax} откликнулась на призыв Ки'иве о помощи.\nУничтожьте их, пока они не вызвали подкрепление.",,,,,,,,
pda_euGOd,"[c][8ab3ff]Now what the hell do I do? I was supposed to bring him in alive. There's no way this could possibly look any worse.[-][/c]\n[c][8ab3ff]Guilty or not, I've just killed one of their people.[-][/c]",,,,,,,,"[c][8ab3ff]Теперь что же мне делать, чёрт возьми? Мне было приказано привести его живым. Не可能, чтобы всё выглядело ещё хуже.[-][/c]\n[c][8ab3ff]Виновен он или нет, но я только что убил одного из их людей.[-][/c]",,,,,,,,
pda_mSOqK,Aftermath,,,,,,,,Последствия,,,,,,,,
pda_CaOaG,[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00e1ff]The bodies of the Zirax in their memorial should be enough to convince the Chief that you had no choice but to defend yourself.[-][/c]\n[c][00e1ff]Provided they're capable of looking at things logically.[-][/c],,,,,,,,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00e1ff]Тела Зираксов в их мемориале должны быть достаточно, чтобы убедить Главнокомандующего, что у вас не было выбора, кроме как защищаться.[-][/c]\n[c][00e1ff]Если, конечно, они способны смотреть на вещи логически.[-][/c]",,,,,,,,
pda_eaSWe,Overwatch,,,,,,,,Наблюдение,,,,,,,,
pda_GO5KO,===,,,,,,,,===,,,,,,,,
pda_aiOCS,"[c][8ab3ff]Ida, can you monitor this location and make sure no one disturbs the bodies?[-][/c]\n[c][8ab3ff]Ki'eve wasn't alone in his actions and his co-conspirators will want to remove the evidence.[-][/c]\n[c][8ab3ff]I know I may not look it, but i'm pretty smart.[-][/c]",,,,,,,,"[c][8ab3ff]Ида, можешь проследить за этим местом и убедиться, что никто не потревожит тела?[-][/c]\n[c][8ab3ff]Ки'ев не был один в своих действиях, и его сообщники захотят убрать доказательства.[-][/c]\n[c][8ab3ff]Я знаю, что я могу не выглядеть так, но я довольно умный.[-][/c]",,,,,,,,
pda_uiOi8,Road of Regret,,,,,,,,Дорога Раскаяния,,,,,,,,
pda_WuJu0,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00e1ff]Your intelligence was never called into question, Commander.[-][/c]\n[c][00e1ff]I will keep surveillance over this location and notify you if someone moves the bodies while you report to the chief.[-][/c]",,,,,,,,"[b][c][ffee00][ ИДА ][-][/c][/b]
[c][00e1ff]Ваш интеллект никогда не ставился под сомнение, Командир.[-][/c]
[c][00e1ff]Я буду следить за этим местом и уведомлю вас, если кто-то переместит тела, пока вы будете докладывать начальнику.[-][/c]",,,,,,,,
pda_eGWqi,Return to the village,,,,,,,,Вернуться в деревню,,,,,,,,
pda_cO4aK,Return to Chief Na'tuk and inform him of Ki'eve's treachery and his fate.,,,,,,,,Вернитесь к Начальнику На'туку и сообщите ему о предательстве Ки'ева и его судьбе.,,,,,,,,
pda_W8meS,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00e1ff]Commander, four hunters have just retrieved the bodies of the zirax soldiers and left with them in the direction of one of the zirax facilities.[-][/c]",,,,,,,,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00e1ff]Командир, четыре охотника только что извлекли тела солдат зираксов и ушли с ними в направлении одного из объектов зираксов.[-][/c]",,,,,,,,
pda_KMuKa,[b]Chapter 3: [/b][b][c][00fbff]Plausible Deniability[-][/c][/b],,,,,,,,[b]Глава 3:[/b][b][c][00fbff]Вероятное Отрицание[/c][/b],,,,,,,,
pda_SiSKi,"[c][00ffff][b]Chapter 3: Plausible Deniability[/b][-][/c]\n[c][00ffff][b][/b][-][/c]You've cleared your name and found an unlikely ally in the Tal'on, but it seems things are not always what they seem and trust needs to be earned in this new galaxy.\nCan the Polaris who helped smuggle your people offworld ahead of the Zirax be trusted or are they playing a deeper game? Only time will tell...",,,,,,,,"[c][00ffff][b]Глава 3: Оправдание невиновности[/b][-][/c]\n[c][00ffff][b][/b][-][/c]Вы очистили свое имя и нашли неожиданного союзника в Тал'оне, но кажется, что вещи не всегда являются тем, чем они кажутся, и доверие нужно заслужить в этой новой галактике.\nМожно ли доверять Поларису, который помог контрабандой вывезти ваш народ с планеты до прихода Зираксов, или же они играют более глубокую игру? Только время покажет...",,,,,,,,
pda_m0sSC,[c][80ffff]Are you sure you want to abort this mission? Please confirm your choice.[-][/c]\n\nYou can start the mission via PDA (F1) at any time.,,,,,,,,"[c][80ffff]Уверены ли вы что задание прекращивают? Пожалуйста, ясно экраните свой выбор.[-][/c]\n\nМиссию можно запустить через PDA (F1) в любой момент.",,,,,,,,
pda_OaiGK,Ahead on our way,,,,,,,,Впереди нашем пути,,,,,,,,
pda_a8uGk,Reach the Trade Station,,,,,,,,Добейтесь Торговой Станции,,,,,,,,
pda_mO0d8,===,,,,,,,,===,,,,,,,,
pda_qee9W,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffff]I have forwarded the location data and plotted course to your display, Commander.[-][/c]\n[c][00ffff]There appears to be no further activity from the Zirax at this time so your journey should be free of interference.[-][/c]",,,,,,,,"[b][c][ffee00][ ИДА ][-][/c][/b]
[c][00ffff]Я переслала данные о местоположении и проложила курс на ваш дисплей, Командир.[-][/c]
[c][00ffff]Похоже, что в настоящее время нет дальнейшей активности со стороны Зиракса, поэтому ваше путешествие должно быть свободным от помех.[-][/c]",,,,,,,,
pda_WSCUi,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00e1ff]Commander, a squadron of bombers are converging on your location.[-][/c]",,,,,,,,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00eáff]Командир, эскадрилья бомбардировщиков сходится к вашему местоположению.[-][/c]",,,,,,,,
pda_5Kmae,Mixed signals,,,,,,,,Смешанные сигналы,,,,,,,,
pda_W4b44,"[c][8ab3ff]There's nothing on my Radar.[-][/c]\n[c][8ab3ff]What the hell, Ida?![-][/c]",,,,,,,,"[c][8ab3ff]На моём радаре ничего нет.[-/][c]
[c][8ab3ff]Чёрт возьми, Ида?![-][/c]",,,,,,,,
pda_aqGaK,An attempt was made,,,,,,,,Попытка была,,,,,,,,
pda_um800,===,,,,,,,,===,,,,,,,,
pda_S0Kiq,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00e1ff]My apologies, Commander.\nIt was an attempt at humor. I will refrain from attempting it again.[-][/c]",,,,,,,,"[b][c][ffee00][ ИДА ][-][/c][/b]
[c][00e1ff]Прошу прощения, Командир.
Это была попытка пошутить. Я больше не буду пытаться.[-][/c]",,,,,,,,
pda_iuaqa,Brown Pants,,,,,,,,Коричневые Брюки,,,,,,,,
pda_m0OOq,===,,,,,,,,===,,,,,,,,
pda_8NbOW,[c][8ab3ff]Yeah... Maybe you should reduce your Humor parameter a bit.[-][/c]\n[c][8ab3ff]I almost shat myself.[-][/c],,,,,,,,"[c][8ab3ff]Да... Может быть, вам следует немного уменьшить параметр Юмора.[/-][/c]\n[c][8ab3ff]Я чуть не засрал себе в штаны.[/-][/c]",,,,,,,,
pda_i8CCu,Ahead on our way,,,,,,,,Впереди нашем пути,,,,,,,,
pda_K48u8,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00e1ff]I can confirm that no bombers have launched and the skies are clear, Commander.[-][/c]\n[c][00e1ff]You are free to proceed.[-][/c]",,,,,,,,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00e1ff]Я могу подтвердить, что бомбардировщики не взлетели и небо чисто, Командир.[-][/c]\n[c][00e1ff]Вы можете продолжать.[-][/c]",,,,,,,,
pda_GaSGG,Reach the Trade Station,,,,,,,,Добейтесь Торговой Станции,,,,,,,,
pda_8O4WO,===,,,,,,,,===,,,,,,,,
pda_kqm0i,"[c][8ab3ff]Well, we're here.[-][/c]\n[c][8ab3ff]There's a hangar on each side, which look to be open to ground vehicles. So I guess that's my way inside.[-][/c]",,,,,,,,"[c][8ab3ff]Ну что ж, мы здесь.[-][/c]
[c][8ab3ff]С каждой стороны есть ангар, которые выглядят открытыми для наземных транспортных средств. Так что, наверное, это мой путь внутрь.[-][/c]",,,,,,,,
pda_4e4ia,Gathering Intel,,,,,,,,Сбор Разведданных,,,,,,,,
pda_SKtWK,[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00e1ff]One would assume that the shopkeepers would be the most likely to know if anyone had seen any humans any time in the last decade.[-][/c]\n[c][00e1ff]Your best bet would be to ask any of them.[-][/c],,,,,,,,"[b][c][ffee00][ IDA ][-][/c][/b]
\n[c][00e1ff]Логично предположить, что торговцы будут знать, если кто-то видел людей за последнее десятилетие.\n[-][/c]\n[c][00e1ff]Ваш лучший шанс — спросить у любого из них.[-][/c]",,,,,,,,
pda_CGqWS,Ask the Traders about any UCH survivors,,,,,,,,Спросите Торговцев о любых выживших UCH,,,,,,,,
pda_aGw0G,===,,,,,,,,===,,,,,,,,
pda_404qm,\n[c][00e1ff][-][/c],,,,,,,,\n[c][00e1ff][-][/c],,,,,,,,
pda_eG830,Internal Affairs,,,,,,,,Внутренние Делы,,,,,,,,
pda_eW4e1,Speak to the Station Administrator,,,,,,,,Говорите со Станционным Администратором,,,,,,,,
pda_ae2mq,===,,,,,,,,===,,,,,,,,
pda_K084m,Smuggler's Run,,,,,,,,Контрабандистский забег,,,,,,,,
pda_Gi89S,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00e1ff]According to the manifest, it seems that the freighter is carrying weapons technology that is heavily restricted by Imperial law.[-][/c]\n[c][00e1ff]It may be worth investigating what weapons the zirax don't want in Polaris' hands.[-][/c]",,,,,,,,"[b][c][ffee00][ IDA ][-][/c][/b]
[c][00e1ff]Согласно манифесту, кажется, что фрегат перевозит оружие, которое строго запрещено Императорским законом.[-][/c]
[c][00e1ff]Возможно, стоит расследовать, какие виды оружия Зиракс не хочет видеть в руках Поляриса.[-][/c]",,,,,,,,
pda_8fO0q,Locate the downed Freighter,,,,,,,,Найдите сбитый Фрахтер,,,,,,,,
pda_G0uCi,[c][8ab3ff]I've found the freighter.[-][/c]\n[c][8ab3ff]Looks like the crew are already on the ground performing repairs.[-][/c],,,,,,,,"[c][8ab3ff]Я нашел фрегат.[-][/c]
\n[c][8ab3ff]Похоже, команда уже на земле и выполняет ремонт.[-][/c]",,,,,,,,
pda_80y4O,The Akuan Job,,,,,,,,Работа Акуана,,,,,,,,
pda_NmMei,"[b][c][ffff00][ IDA ][-][/c][/b]\n[c][00ffff]Whatever job this Administrator Pavrell has, it's likely illegal.[-][/c]\n[c][00ffff]It would be wise to be prepared with a suitable vehicle and supplies before accepting it.[-][/c]",,,,,,,,"[b][c][ffff00][ ИДА ][-][/c][/b]
[c][00ffff]Какую бы работу ни выполнял Администратор Паврел, она, скорее всего, незаконна.[-][/c]
[c][00ffff]Будет разумно подготовиться с подходящим транспортным средством и припасами до принятия задания.[-][/c]",,,,,,,,
pda_4qOqS,Accept the job from Administrator Pavrell,,,,,,,,Принять работу от Администратора Паврелла,,,,,,,,
pda_C8m4a,Administrator Pavrell has a job for you.\nYou'll need a fast ship or hover vessel and probably some crafting components and supplies.,,,,,,,,"Администратор Паврелл у вас есть задание.\nВам понадобится быстрый корабль или парящее судно и, вероятно, некоторые компоненты для крафта и припасы.",,,,,,,,
pda_imeSu,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00e1ff]I have received the Data packet from the administrator, Commander.[-][/c]\n[c][00e1ff]I am uploading the tracking and location data of the disabled freighter to your display.[-][/c]",,,,,,,,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00e1ff]Я получил пакет данных от администратора, Командир.[-][/c]\n[c][00e1ff]Я загружаю данные о слежении и местонахождении вышедшего из строя грузового корабля на ваш дисплей.[-][/c]",,,,,,,,
pda_uaAmu,Manual Control,,,,,,,,Ручное управление,,,,,,,,
pda_uiOqO,[c][ff0000]Destroy the attacking bombers[-][/c],,,,,,,,[c][ff0000]Уничтожьте атакующие бомбардировщики[-][/c],,,,,,,,
